,ZIPCODE,geometry,VENDOR TYPE
385,10011,POINT (983731.515967027 208627.18121015394),CONVENIENCE STORE
386,10011,POINT (985322.4080759028 210131.91033124345),STAND
387,10011,POINT (986095.49866031 210077.29390160128),GROCERY SUPERMARKET
388,10011,POINT (983218.0764495281 209927.86925452776),CONVENIENCE STORE
389,10011,POINT (984730.5424273509 207315.59187651007),GROCERY SUPERMARKET
390,10011,POINT (984488.3628109935 206758.1801323649),STAND
391,10011,POINT (984671.2015971278 210805.90872319834),STAND
392,10011,POINT (983955.4617103201 211141.07625905614),GROCERY SUPERMARKET
393,10011,POINT (984465.3250947731 208696.40620271044),DELICATESSEN
394,10011,POINT (982116.327571841 209909.74053467848),STAND
395,10011,POINT (984955.4896805164 210583.64477581394),GROCERY SUPERMARKET
396,10011,POINT (982671.0354559616 209276.7524945811),STAND
397,10002,POINT (988998.5112453945 201042.27405109917),GROCERY SUPERMARKET
398,10002,POINT (986061.5660774531 200411.5763164497),CONVENIENCE STORE
399,10002,POINT (988576.6748292247 202116.95949474705),GROCERY SUPERMARKET
400,10002,POINT (989309.2895902881 199541.29539437746),GROCERY SUPERMARKET
401,10002,POINT (988962.9559749212 201432.0980107128),GROCERY SUPERMARKET
402,10002,POINT (987830.5926029058 201446.47129910885),CONVENIENCE STORE
403,10002,POINT (986286.6445388111 200739.4942064484),GROCERY SUPERMARKET
404,10002,POINT (987209.7450369567 198367.79263107225),CONVENIENCE STORE
405,10002,POINT (988431.3032659192 201289.90803593918),GROCERY SUPERMARKET
406,10002,POINT (987371.2112269392 201890.90120691547),TOBACCO RETAIL
407,10002,POINT (986966.7331381632 202258.81863870673),BAR/LOUNGE
408,10002,POINT (987917.9775099988 200987.4240798248),GROCERY SUPERMARKET
409,10002,POINT (985843.7896723294 198830.37352157803),CONVENIENCE STORE
410,10002,POINT (988162.4070840286 201293.5123575153),DELICATESSEN
411,10002,POINT (987606.6572356097 201114.90496967832),GROCERY SUPERMARKET
412,10002,POINT (986223.1568124063 200852.4332693257),GROCERY SUPERMARKET
413,10002,POINT (988217.374605098 200903.67547413745),GROCERY SUPERMARKET
414,10002,POINT (986924.3380799718 199668.4265434965),GROCERY SUPERMARKET
415,10002,POINT (985185.0937842493 198684.59762456332),GROCERY SUPERMARKET
416,10002,POINT (986907.3313591033 200495.45016701985),GROCERY SUPERMARKET
417,10002,POINT (985259.4317567319 198079.81453938692),GROCERY SUPERMARKET
418,10002,POINT (986537.6164555709 199668.38703350237),GROCERY SUPERMARKET
419,10002,POINT (986355.3560926833 201220.4099210983),GROCERY SUPERMARKET
420,10002,POINT (986436.7249334735 199406.05764795782),GROCERY SUPERMARKET
421,10002,POINT (987586.9121080689 199559.21342824367),CONVENIENCE STORE
422,10002,POINT (987062.0650413233 200021.84083132228),GROCERY SUPERMARKET
423,10002,POINT (986749.9842999434 199559.11284543952),GROCERY SUPERMARKET
424,10002,POINT (986118.598586865 201457.21167223278),CONVENIENCE STORE
425,10002,POINT (988971.4267563183 201960.37373101217),GROCERY SUPERMARKET
426,10002,POINT (987408.3276700824 202160.50967395064),CONVENIENCE STORE
427,10002,POINT (987426.0723093142 202029.3518194575),OTHER
428,10002,POINT (986706.7542164735 201956.40514928318),BAR/LOUNGE
429,10002,POINT (988971.6598276795 200761.7331519943),CONVENIENCE STORE
430,10002,POINT (987307.9876563248 202102.1998986447),GROCERY SUPERMARKET
431,10002,POINT (987798.3723132969 199974.57320410688),GROCERY SUPERMARKET
432,10002,POINT (988217.374605098 200903.67547413745),GROCERY SUPERMARKET
433,10002,POINT (985958.1228653484 201049.1531667576),CONVENIENCE STORE
434,10002,POINT (988275.7061938965 201814.52195063847),CONVENIENCE STORE
435,10002,POINT (986583.2297979553 201114.7850633063),GROCERY SUPERMARKET
436,10002,POINT (987741.5619822887 201741.57603798818),GROCERY SUPERMARKET
437,10002,POINT (987123.2448809764 200808.8081557242),GROCERY SUPERMARKET
438,10002,POINT (988652.9531488862 201854.65287697385),TOBACCO RETAIL
439,10002,POINT (986791.1059544575 201176.73667105206),BAR/LOUNGE
440,10002,POINT (987784.3141209785 199338.4531177442),GROCERY SUPERMARKET
441,10002,POINT (987267.85222032 201624.91906336806),CONVENIENCE STORE
442,10002,POINT (987535.8503306799 202047.58223624752),GROCERY SUPERMARKET
443,10002,POINT (987289.333975355 202634.1212583796),CONVENIENCE STORE
444,10002,POINT (985810.5364162088 198487.90524587405),DELICATESSEN
445,10002,POINT (987595.9745031347 202087.6562653411),GROCERY SUPERMARKET
446,10002,POINT (985251.8763698227 199278.46932162048),GROCERY SUPERMARKET
447,10002,POINT (988834.7767040082 202014.9949718153),GROCERY SUPERMARKET
448,10002,POINT (987811.9927220935 199300.21194282523),GROCERY SUPERMARKET
449,10002,POINT (986913.0549087182 198943.41146402218),GROCERY SUPERMARKET
450,10002,POINT (986402.3632185655 202495.58326781765),CONVENIENCE STORE
451,10002,POINT (987769.3310848237 199468.1449159867),GROCERY SUPERMARKET
452,10002,POINT (987426.4109397486 201570.2915041758),GROCERY SUPERMARKET
453,10002,POINT (989118.8191276281 201054.76490574042),GROCERY SUPERMARKET
454,10002,POINT (988994.2576802298 201526.8326355201),OTHER
455,10002,POINT (986196.357452005 199806.80030394328),GROCERY SUPERMARKET
456,10002,POINT (989837.1549119004 199322.80629869225),GROCERY SUPERMARKET
457,10002,POINT (987152.7244789676 201269.74127254653),CONVENIENCE STORE
458,10002,POINT (987644.0089905116 201519.3077248159),CONVENIENCE STORE
459,10002,POINT (987398.9205653421 201960.1188820055),CONVENIENCE STORE
460,10002,POINT (987544.9422697219 202335.4029629973),GROCERY SUPERMARKET
461,10002,POINT (987845.1933439886 202011.1944498299),GROCERY SUPERMARKET
462,10002,POINT (988343.0346943636 200324.42383932983),CONVENIENCE STORE
463,10002,POINT (987202.766897965 201100.2708918586),OTHER
464,10002,POINT (987067.1841577957 198957.99551106204),GROCERY SUPERMARKET
465,10002,POINT (986161.6810896405 199908.80935102742),DELICATESSEN
466,10002,POINT (985147.1265369611 198622.6655053565),GROCERY SUPERMARKET
467,10002,POINT (985156.8185153708 198571.66763891812),GROCERY SUPERMARKET
468,10021,POINT (996373.7944413972 219330.65564010307),BAR/LOUNGE
469,10021,POINT (996775.3410828394 219509.38508959004),GROCERY SUPERMARKET
470,10021,POINT (996924.7911690254 219775.41872532712),GROCERY SUPERMARKET
471,10021,POINT (996302.3561847437 218765.91049207957),GROCERY SUPERMARKET
472,10021,POINT (995944.521382324 219774.92645423728),GROCERY SUPERMARKET
473,10021,POINT (996177.073485411 220084.74157720755),STAND
474,10021,POINT (996069.5376251057 218456.0942111523),GROCERY SUPERMARKET
475,10021,POINT (997504.3536432143 219571.7035634877),GROCERY SUPERMARKET
476,10021,POINT (994479.9694359234 221366.39784672792),GROCERY SUPERMARKET
477,10021,POINT (994793.1736042562 220182.44854519295),CONVENIENCE STORE
478,10021,POINT (997226.923840401 218846.5344518834),GROCERY SUPERMARKET
479,10021,POINT (996798.4975172143 218190.519659435),STAND
480,10021,POINT (996611.4195360962 219432.78812144007),GROCERY SUPERMARKET
481,10021,POINT (994661.2227715682 219774.34186840174),CONVENIENCE STORE
482,10021,POINT (996729.1354727823 219425.56499174747),DELICATESSEN
483,10021,POINT (995802.2760067367 219519.81953764145),GROCERY SUPERMARKET
484,10021,POINT (995081.9021642944 220532.34344094916),GROCERY SUPERMARKET
485,10021,POINT (995778.5491207616 219370.4469144565),GROCERY SUPERMARKET
486,10021,POINT (996798.4975172143 218190.519659435),STAND
487,10021,POINT (995396.2617471829 218790.96135944515),GROCERY SUPERMARKET
488,10021,POINT (996127.0019616405 219880.67685806492),OTHER
489,10021,POINT (997202.2896920419 218802.79074166997),GROCERY SUPERMARKET
490,10021,POINT (996778.1795193696 218328.93788623274),GROCERY SUPERMARKET
491,10021,POINT (996844.5360920202 219629.6494377764),GROCERY SUPERMARKET
492,10021,POINT (996697.5878546522 219370.8856808027),GROCERY SUPERMARKET
493,10021,POINT (997214.1890600465 218824.66218819394),GROCERY SUPERMARKET
494,10021,POINT (996375.6225863266 218459.8943976756),GROCERY SUPERMARKET
495,10021,POINT (996881.3081366328 218700.6089664238),GROCERY SUPERMARKET
496,10021,POINT (995564.5019907851 220328.53880216827),CONVENIENCE STORE
497,10021,POINT (996075.4117298307 220745.50920056764),STAND
498,10021,POINT (996386.5876878896 220350.78625760472),GROCERY SUPERMARKET
499,10022,POINT (994612.6044504335 215592.1367220659),GROCERY SUPERMARKET
500,10022,POINT (992220.7812662856 214417.73400405538),GROCERY SUPERMARKET
501,10022,POINT (992350.934514288 214647.31606334454),CONVENIENCE STORE
502,10022,POINT (993059.3327397199 216979.29297382056),STAND
503,10022,POINT (993059.3327397199 216979.29297382056),STAND
504,10022,POINT (993349.3991682711 213867.9735883506),GROCERY SUPERMARKET
505,10022,POINT (992922.299548995 215678.0097452117),STAND
506,10022,POINT (992922.299548995 215678.0097452117),STAND
507,10022,POINT (991325.1497048385 215051.37934271555),STAND
508,10022,POINT (991683.0411185431 215440.78957593153),GROCERY SUPERMARKET
509,10022,POINT (991512.4138566012 216042.42389064797),GROCERY SUPERMARKET
510,10022,POINT (991512.4138566012 216042.42389064797),CONVENIENCE STORE
511,10022,POINT (993323.8822145761 214662.21141579005),GROCERY SUPERMARKET
512,10022,POINT (993492.7221736033 215106.75578063156),GROCERY SUPERMARKET
513,10022,POINT (991499.0146593271 216355.73986772698),GROCERY SUPERMARKET
514,10022,POINT (992680.1538304146 215110.1094317104),GROCERY SUPERMARKET
515,10022,POINT (993353.7128880171 214997.42312839226),STAND
516,10022,POINT (992121.0469227256 215190.08393626698),GROCERY SUPERMARKET
517,10022,POINT (991983.1360588227 215915.0576073929),GROCERY SUPERMARKET
518,10022,POINT (991391.0831060311 215973.17340786319),STAND
519,10022,POINT (993112.2998925789 216017.47144033553),STAND
520,10022,POINT (991078.4808049509 215415.64239673494),GROCERY SUPERMARKET
521,10022,POINT (993786.4048516547 214338.1364506165),CONVENIENCE STORE
522,10022,POINT (994041.3854860472 214797.30026211764),CONVENIENCE STORE
523,10022,POINT (992736.8789344956 216917.21632835257),GROCERY SUPERMARKET
524,10022,POINT (991240.3149376202 216202.65331109907),STAND
525,10022,POINT (992480.6238481562 216101.02984248925),GROCERY SUPERMARKET
526,10022,POINT (992968.5482457075 215868.02728167683),GROCERY SUPERMARKET
527,10022,POINT (991455.2828649791 215288.24002282618),GROCERY SUPERMARKET
528,10022,POINT (991391.0831060311 215973.17340786319),GROCERY SUPERMARKET
529,10022,POINT (991762.5197515725 216202.8093544495),GROCERY SUPERMARKET
530,10022,POINT (992807.3995315825 216516.49062995592),GROCERY SUPERMARKET
531,10022,POINT (993021.5049986129 214224.90304606492),TOBACCO RETAIL
532,10022,POINT (991325.1497048385 215051.37934271555),CONVENIENCE STORE
533,10022,POINT (991435.6398545778 217084.3888854566),STAND
534,10022,POINT (993188.5473652167 215033.7782330098),GROCERY SUPERMARKET
535,10022,POINT (992594.7126376833 216217.64763901816),STAND
536,10022,POINT (994500.6652557862 215624.52025564454),GROCERY SUPERMARKET
537,10022,POINT (991517.6719284924 215727.01315819452),CONVENIENCE STORE
538,10022,POINT (993574.5661220135 215500.26962352404),GROCERY SUPERMARKET
539,10022,POINT (994681.25785804 215726.6096384058),BAR/LOUNGE
540,10022,POINT (991334.6428512182 216658.09411232948),GROCERY SUPERMARKET
541,10022,POINT (992330.815064827 216767.71617414049),STAND
542,10022,POINT (993641.4328802847 213846.23509341557),GROCERY SUPERMARKET
543,10022,POINT (992018.3283807398 215004.22700057778),STAND
544,10022,POINT (994684.1634297017 216043.58036713066),GROCERY SUPERMARKET
545,10022,POINT (992727.472646493 215328.74735112378),STAND
546,10022,POINT (993991.8436802146 214706.18552449686),CONVENIENCE STORE
547,10022,POINT (994015.3729416358 214749.9254540783),GROCERY SUPERMARKET
548,10022,POINT (992286.905935181 215576.3370980586),STAND
549,10022,POINT (992937.324381497 214093.7119833837),GROCERY SUPERMARKET
550,10022,POINT (994497.4431450558 215391.34598033727),GROCERY SUPERMARKET
551,10022,POINT (994692.50927334 215967.07079992603),DELICATESSEN
552,10022,POINT (993112.2998925789 216017.47144033553),STAND
553,10022,POINT (992727.472646493 215328.74735112378),DISCOUNT STORE
554,10022,POINT (993508.1934508764 216735.35413544715),STAND
555,10022,POINT (993626.653923521 214050.25372764628),GROCERY SUPERMARKET
556,10022,POINT (993649.0537101456 215635.10837346574),GROCERY SUPERMARKET
557,10022,POINT (993819.0037646513 215999.50860442867),GROCERY SUPERMARKET
558,10022,POINT (993660.9575649942 215656.9627471558),GROCERY SUPERMARKET
559,10022,POINT (993142.2494861204 215904.52212410173),CONVENIENCE/GAS
560,10022,POINT (991774.0420642035 217459.7580054617),TOBACCO RETAIL
561,10022,POINT (993383.611773293 216505.76813034122),STAND
562,10022,POINT (993777.4812005855 216876.5601147664),STAND
563,11224,POINT (990066.396190062 148694.92002383852),CONVENIENCE STORE
564,11224,POINT (990046.5374292 148696.58462141937),CONVENIENCE STORE
565,11224,POINT (982101.9958368723 148911.03939593144),GROCERY SUPERMARKET
566,11224,POINT (985412.6363365861 148024.8967239871),GROCERY SUPERMARKET
567,11224,POINT (987358.0820469286 148422.1904789178),GROCERY SUPERMARKET
568,11224,POINT (984462.2478761324 148724.37371386838),GROCERY SUPERMARKET
569,11224,POINT (985763.4439595186 149008.60009425937),DELICATESSEN
570,11224,POINT (989381.5849036145 149429.84116561277),GROCERY SUPERMARKET
571,11224,POINT (985563.7598431497 148039.48578053885),CONVENIENCE STORE
572,11224,POINT (985763.4439595186 149008.60009425937),GROCERY SUPERMARKET
573,11224,POINT (989341.1105991574 149402.54437005523),GROCERY SUPERMARKET
574,11224,POINT (987169.7359216037 148349.2894548431),GROCERY SUPERMARKET
575,11224,POINT (987458.3484820051 148600.70949896894),GROCERY SUPERMARKET
576,11224,POINT (983949.9883708309 149627.89831477348),GROCERY SUPERMARKET
577,11224,POINT (983621.9096971266 149438.46622495775),GROCERY SUPERMARKET
578,11224,POINT (988184.0014544651 150072.70100308728),GAS STATION
579,11224,POINT (984883.077965122 149624.27092465406),GROCERY SUPERMARKET
580,11224,POINT (986804.3265667238 149158.06062099265),GROCERY SUPERMARKET
581,11224,POINT (986464.5935501626 149019.58646072692),GROCERY SUPERMARKET
582,11224,POINT (986758.5124555279 149063.3292227227),GROCERY SUPERMARKET
583,11224,POINT (988340.5301329333 149289.42838768242),GROCERY SUPERMARKET
584,11224,POINT (984629.4348056361 148773.2852523443),GROCERY SUPERMARKET
585,11224,POINT (984619.7474204481 148749.87395845065),DELICATESSEN
586,11224,POINT (985567.8769063146 148979.440912896),GROCERY SUPERMARKET
587,11224,POINT (987647.9937941921 149187.31197463782),GROCERY SUPERMARKET
588,11224,POINT (985567.8769063146 148979.440912896),GROCERY SUPERMARKET
589,11224,POINT (988644.4313335612 149333.195612551),GROCERY SUPERMARKET
590,11224,POINT (988157.1922115278 149263.88422852522),GROCERY SUPERMARKET
591,11224,POINT (988514.8369618154 150090.97225452325),CONVENIENCE/GAS
592,10003,POINT (986652.8378192708 206317.43724088135),GROCERY SUPERMARKET
593,10003,POINT (989260.5210180731 206161.1761927684),GROCERY SUPERMARKET
594,10003,POINT (985882.3370837636 207169.9152415878),STAND
595,10003,POINT (987202.7205458798 203774.47071196136),TOBACCO RETAIL
596,10003,POINT (987595.3352044869 204703.5603670286),CONVENIENCE STORE
597,10003,POINT (986836.5610093648 207847.62452281543),GROCERY SUPERMARKET
598,10003,POINT (986118.0640795284 205082.31562207278),STAND
599,10003,POINT (987675.1692444052 204627.05868508734),GROCERY SUPERMARKET
600,10003,POINT (987310.5188843915 203956.64264202752),CONVENIENCE STORE
601,10003,POINT (985893.9571667853 207086.10485377762),GROCERY SUPERMARKET
602,10003,POINT (985693.9830087771 205818.23466975562),STAND
603,10003,POINT (988116.232063647 204113.4166389873),GROCERY SUPERMARKET
604,10003,POINT (987712.2174976916 203366.4756774378),TOBACCO RETAIL
605,10003,POINT (988617.7437878804 205006.124179714),GROCERY SUPERMARKET
606,10003,POINT (987049.1019526846 206849.4195403297),STAND
607,10003,POINT (987028.6743965858 203679.72192674575),GROCERY SUPERMARKET
608,10003,POINT (987770.1447255882 203472.14508192657),GROCERY SUPERMARKET
609,10003,POINT (989279.0737056823 206201.2455451916),GROCERY SUPERMARKET
610,10003,POINT (987405.9344077273 207701.97491484042),GROCERY SUPERMARKET
611,10003,POINT (987560.9714997327 204736.3381709258),TOBACCO RETAIL
612,10003,POINT (988426.5650293474 204656.32462805623),GROCERY SUPERMARKET
613,10003,POINT (989027.7775043667 205815.0127144645),BAR/LOUNGE
614,10003,POINT (986606.9653729743 207683.66834551978),GROCERY SUPERMARKET
615,10003,POINT (988281.6383862869 206106.34602148237),GROCERY SUPERMARKET
616,10003,POINT (986553.0111142483 207133.5379137683),STAND
617,10003,POINT (987259.1284084744 204900.2566391881),GROCERY SUPERMARKET
618,10003,POINT (986118.0640795284 205082.31562207278),CONVENIENCE STORE
619,10003,POINT (986687.1735560356 206528.7477499234),GROCERY SUPERMARKET
620,10003,POINT (988116.232063647 204113.4166389873),RESTAURANT/ATUPA
621,10003,POINT (989567.4772250724 206718.6648321415),GROCERY SUPERMARKET
622,10003,POINT (986827.3864092088 206984.18923659794),GROCERY SUPERMARKET
623,10003,POINT (988872.3636794677 205461.5827684299),GROCERY SUPERMARKET
624,10003,POINT (988152.0880733713 206947.91903309265),GROCERY SUPERMARKET
625,10003,POINT (987746.5929859254 203428.42670096157),GROCERY SUPERMARKET
626,10003,POINT (988126.7532566666 204131.63414017687),GROCERY SUPERMARKET
627,10003,POINT (987077.7329373419 203552.2011848939),GROCERY SUPERMARKET
628,10003,POINT (988978.722563425 207206.75260243003),CONVENIENCE STORE
629,10003,POINT (985913.4519177693 205650.64139782815),CONVENIENCE STORE
